state,district,year,quarter,registered_users
Maharashtra,nashik,2020,1,1448324
Maharashtra,nagpur,2020,1,1251510
Maharashtra,mumbai,2020,1,1054509
Maharashtra,aurangabad,2020,1,1046306
Maharashtra,ahmednagar,2020,1,905962
Maharashtra,palghar,2020,1,848560
Maharashtra,raigad,2020,1,830643
Maharashtra,pune,2020,2,5144688
Maharashtra,thane,2020,2,3135101
Maharashtra,mumbai suburban,2020,2,3060916
Maharashtra,nashik,2020,2,1602650
Maharashtra,nagpur,2020,2,1377642
Maharashtra,aurangabad,2020,2,1142730
Maharashtra,mumbai,2020,2,1141566
Maharashtra,ahmednagar,2020,2,1014520
Maharashtra,palghar,2020,2,947121
Maharashtra,solapur,2020,2,918756
Maharashtra,pune,2020,3,5546002
Maharashtra,thane,2020,3,3401853
Maharashtra,mumbai suburban,2020,3,3304696
Maharashtra,nashik,2020,3,1752191
Maharashtra,nagpur,2020,3,1502777
Maharashtra,aurangabad,2020,3,1244879
Maharashtra,mumbai,2020,3,1234355
Maharashtra,ahmednagar,2020,3,1123648
Maharashtra,palghar,2020,3,1034468
Maharashtra,solapur,2020,3,1012518
Maharashtra,pune,2020,4,6033615
Maharashtra,thane,2020,4,3727358
Maharashtra,mumbai suburban,2020,4,3609970
Maharashtra,nashik,2020,4,1907318
Maharashtra,nagpur,2020,4,1637270
Maharashtra,aurangabad,2020,4,1355656
Maharashtra,mumbai,2020,4,1347356
Maharashtra,ahmednagar,2020,4,1237321
Maharashtra,palghar,2020,4,1136061
Maharashtra,solapur,2020,4,1113260
Maharashtra,pune,2021,1,6481971
Maharashtra,thane,2021,1,4014464
Maharashtra,mumbai suburban,2021,1,3886500
Maharashtra,nashik,2021,1,2049293
Maharashtra,nagpur,2021,1,1761562
Maharashtra,aurangabad,2021,1,1456891
Maharashtra,mumbai,2021,1,1450548
Maharashtra,ahmednagar,2021,1,1333477
Maharashtra,palghar,2021,1,1225423
Maharashtra,solapur,2021,1,1199130
Maharashtra,pune,2021,2,6915820
Maharashtra,thane,2021,2,4290066
Maharashtra,mumbai suburban,2021,2,4151227
Maharashtra,nashik,2021,2,2191882
Maharashtra,nagpur,2021,2,1883447
Maharashtra,aurangabad,2021,2,1557693
Maharashtra,mumbai,2021,2,1549784
Maharashtra,ahmednagar,2021,2,1429562
Maharashtra,palghar,2021,2,1312388
Maharashtra,solapur,2021,2,1283601
Maharashtra,pune,2021,3,7398336
Maharashtra,thane,2021,3,4597394
Maharashtra,mumbai suburban,2021,3,4444495
Maharashtra,nashik,2021,3,2352259
Maharashtra,nagpur,2021,3,2020264
Maharashtra,aurangabad,2021,3,1671665
Maharashtra,mumbai,2021,3,1659663
Maharashtra,ahmednagar,2021,3,1539300
Maharashtra,palghar,2021,3,1410321
Maharashtra,solapur,2021,3,1380100
Maharashtra,pune,2021,4,7880431
Maharashtra,thane,2021,4,4906492
Maharashtra,mumbai suburban,2021,4,4740546
Maharashtra,nashik,2021,4,2510393
Maharashtra,nagpur,2021,4,2157149
Maharashtra,aurangabad,2021,4,1786190
Maharashtra,mumbai,2021,4,1770325
Maharashtra,ahmednagar,2021,4,1646991
Maharashtra,palghar,2021,4,1508500
Maharashtra,solapur,2021,4,1475291
Maharashtra,pune,2022,1,8331582
Maharashtra,thane,2022,1,5196050
Maharashtra,mumbai suburban,2022,1,5017556
Maharashtra,nashik,2022,1,2661739
Maharashtra,nagpur,2022,1,2286011
Maharashtra,aurangabad,2022,1,1894797
Maharashtra,mumbai,2022,1,1873643
Maharashtra,ahmednagar,2022,1,1749682
Maharashtra,palghar,2022,1,1601518
Maharashtra,solapur,2022,1,1565902
Maharashtra,pune,2022,2,8757249
Maharashtra,thane,2022,2,5471749
Maharashtra,mumbai suburban,2022,2,5281053
Maharashtra,nashik,2022,2,2803471
Maharashtra,nagpur,2022,2,2407812
Maharashtra,aurangabad,2022,2,1996927
Maharashtra,mumbai,2022,2,1972178
Maharashtra,ahmednagar,2022,2,1844168
Maharashtra,palghar,2022,2,1689875
Maharashtra,solapur,2022,2,1649511
Maharashtra,pune,2022,3,9194074
Maharashtra,thane,2022,3,5757165
Maharashtra,mumbai suburban,2022,3,5555095
Maharashtra,nashik,2022,3,2948824
Maharashtra,nagpur,2022,3,2532986
Maharashtra,aurangabad,2022,3,2101234
Maharashtra,mumbai,2022,3,2074701
Maharashtra,ahmednagar,2022,3,1940071
Maharashtra,palghar,2022,3,1781265
Maharashtra,solapur,2022,3,1733556
Maharashtra,pune,2022,4,9622338
Maharashtra,thane,2022,4,6042267
Maharashtra,mumbai suburban,2022,4,5831539
Maharashtra,nashik,2022,4,3086721
Maharashtra,nagpur,2022,4,2655029
Maharashtra,aurangabad,2022,4,2201353
Maharashtra,mumbai,2022,4,2178155
Maharashtra,ahmednagar,2022,4,2027819
Maharashtra,palghar,2022,4,1870957
Maharashtra,solapur,2022,4,1811044
Maharashtra,pune,2023,1,10037022
Maharashtra,thane,2023,1,6314618
Maharashtra,mumbai suburban,2023,1,6095695
Maharashtra,nashik,2023,1,3223873
Maharashtra,nagpur,2023,1,2775157
Maharashtra,aurangabad,2023,1,2300283
Maharashtra,mumbai,2023,1,2276888
Maharashtra,ahmednagar,2023,1,2119506
Maharashtra,palghar,2023,1,1957628
Maharashtra,solapur,2023,1,1892509
Maharashtra,pune,2023,2,10396344
Maharashtra,thane,2023,2,6552282
Maharashtra,mumbai suburban,2023,2,6322778
Maharashtra,nashik,2023,2,3350410
Maharashtra,nagpur,2023,2,2882255
Maharashtra,aurangabad,2023,2,2390854
Maharashtra,mumbai,2023,2,2361852
Maharashtra,ahmednagar,2023,2,2208055
Maharashtra,palghar,2023,2,2037722
Maharashtra,solapur,2023,2,1970077
Maharashtra,pune,2023,3,10780092
Maharashtra,thane,2023,3,6802106
Maharashtra,mumbai suburban,2023,3,6560867
Maharashtra,nashik,2023,3,3481028
Maharashtra,nagpur,2023,3,2995471
Maharashtra,aurangabad,2023,3,2485041
Maharashtra,mumbai,2023,3,2450770
Maharashtra,ahmednagar,2023,3,2297997
Maharashtra,palghar,2023,3,2118552
Maharashtra,solapur,2023,3,2050042
Maharashtra,pune,2023,4,11135186
Maharashtra,thane,2023,4,7044610
Maharashtra,mumbai suburban,2023,4,6796218
Maharashtra,nashik,2023,4,3606029
Maharashtra,nagpur,2023,4,3102070
Maharashtra,aurangabad,2023,4,2575931
Maharashtra,mumbai,2023,4,2537871
Maharashtra,ahmednagar,2023,4,2381246
Maharashtra,palghar,2023,4,2198589
Maharashtra,solapur,2023,4,2124162
Maharashtra,pune,2024,1,11546171
Maharashtra,thane,2024,1,7314981
Maharashtra,mumbai suburban,2024,1,7055629
Maharashtra,nashik,2024,1,3747440
Maharashtra,nagpur,2024,1,3225345
Maharashtra,aurangabad,2024,1,2679421
Maharashtra,mumbai,2024,1,2634732
Maharashtra,ahmednagar,2024,1,2477859
Maharashtra,palghar,2024,1,2286819
Maharashtra,solapur,2024,1,2209975
Maharashtra,pune,2024,2,11964579
Maharashtra,thane,2024,2,7591749
Maharashtra,mumbai suburban,2024,2,7325715
Maharashtra,nashik,2024,2,3889850
Maharashtra,nagpur,2024,2,3346275
Maharashtra,aurangabad,2024,2,2783002
Maharashtra,mumbai,2024,2,2734724
Maharashtra,ahmednagar,2024,2,2571674
Maharashtra,palghar,2024,2,2375656
Maharashtra,solapur,2024,2,2293916
Maharashtra,pune,2024,3,12392676
Maharashtra,thane,2024,3,7103828
Maharashtra,mumbai suburban,2024,3,6688601
Maharashtra,nashik,2024,3,3867938
Maharashtra,nagpur,2024,3,3331958
Maharashtra,chhatrapati sambhaji nagar,2024,3,2709328
Maharashtra,mumbai,2024,3,2496314
Maharashtra,ahmednagar,2024,3,2494005
Maharashtra,palghar,2024,3,2277990
Maharashtra,solapur,2024,3,2194106
Maharashtra,pune,2024,4,12734314
Maharashtra,thane,2024,4,7300941
Maharashtra,mumbai suburban,2024,4,6875379
Maharashtra,nashik,2024,4,3991070
Maharashtra,nagpur,2024,4,3435039
Maharashtra,chhatrapati sambhaji nagar,2024,4,2797934
Maharashtra,ahmednagar,2024,4,2578315
Maharashtra,mumbai,2024,4,2564652
Maharashtra,palghar,2024,4,2341896
Maharashtra,solapur,2024,4,2271533
Manipur,imphal west,2018,1,11304
Manipur,imphal east,2018,1,6759
Manipur,thoubal,2018,1,2764
Manipur,bishnupur,2018,1,2371
Manipur,churachandpur,2018,1,1524
Manipur,kangpokpi,2018,1,1439
Manipur,kakching,2018,1,915
Manipur,ukhrul,2018,1,602
Manipur,tamenglong,2018,1,550
Manipur,jiribam,2018,1,460
Manipur,imphal west,2018,2,16541
Manipur,imphal east,2018,2,10390
Manipur,thoubal,2018,2,4771
Manipur,bishnupur,2018,2,3751
Manipur,churachandpur,2018,2,2362
Manipur,kangpokpi,2018,2,2183
Manipur,kakching,2018,2,1571
Manipur,ukhrul,2018,2,905
Manipur,tamenglong,2018,2,824
Manipur,jiribam,2018,2,732
Manipur,imphal west,2018,3,21696
Manipur,imphal east,2018,3,13541
Manipur,thoubal,2018,3,6112
Manipur,bishnupur,2018,3,5106
Manipur,churachandpur,2018,3,3420
Manipur,kangpokpi,2018,3,3073
Manipur,kakching,2018,3,2326
Manipur,ukhrul,2018,3,1346
Manipur,tamenglong,2018,3,1268
Manipur,jiribam,2018,3,1086
Manipur,imphal west,2018,4,28383
Manipur,imphal east,2018,4,17777
Manipur,thoubal,2018,4,8027
Manipur,bishnupur,2018,4,7049
Manipur,churachandpur,2018,4,4951
Manipur,kangpokpi,2018,4,4249
Manipur,kakching,2018,4,3153
Manipur,ukhrul,2018,4,1842
Manipur,tamenglong,2018,4,1712
Manipur,jiribam,2018,4,1393
Manipur,imphal west,2019,1,33668
Manipur,imphal east,2019,1,21136
Manipur,thoubal,2019,1,9529
Manipur,bishnupur,2019,1,8537
Manipur,churachandpur,2019,1,6138
Manipur,kangpokpi,2019,1,5212
Manipur,kakching,2019,1,3850
Manipur,ukhrul,2019,1,2368
Manipur,tamenglong,2019,1,2148
Manipur,jiribam,2019,1,1759
Manipur,imphal west,2019,2,39303
Manipur,imphal east,2019,2,24652
Manipur,thoubal,2019,2,10915
Manipur,bishnupur,2019,2,10014
Manipur,churachandpur,2019,2,7662
Manipur,kangpokpi,2019,2,6407
Manipur,kakching,2019,2,4599
Manipur,ukhrul,2019,2,2981
Manipur,tamenglong,2019,2,2628
Manipur,chandel,2019,2,2175
Manipur,imphal west,2019,3,45268
Manipur,imphal east,2019,3,28331
Manipur,thoubal,2019,3,12427
Manipur,bishnupur,2019,3,11647
Manipur,churachandpur,2019,3,9071
Manipur,kangpokpi,2019,3,7621
Manipur,kakching,2019,3,5355
Manipur,ukhrul,2019,3,3488
Manipur,tamenglong,2019,3,3085
Manipur,chandel,2019,3,2581
Manipur,imphal west,2019,4,51063
Manipur,imphal east,2019,4,31935
Manipur,thoubal,2019,4,14194
Manipur,bishnupur,2019,4,13387
Manipur,churachandpur,2019,4,10431
Manipur,kangpokpi,2019,4,8850
Manipur,kakching,2019,4,6126
Manipur,ukhrul,2019,4,4091
Manipur,tamenglong,2019,4,3651
Manipur,chandel,2019,4,3029
Manipur,imphal west,2020,1,57485
Manipur,imphal east,2020,1,36105
Manipur,thoubal,2020,1,16244
Manipur,bishnupur,2020,1,15333
Manipur,churachandpur,2020,1,12420
Manipur,kangpokpi,2020,1,10241
Manipur,kakching,2020,1,7075
Manipur,ukhrul,2020,1,4892
Manipur,tamenglong,2020,1,4169
Manipur,chandel,2020,1,3471
Manipur,imphal west,2020,2,67897
Manipur,imphal east,2020,2,43144
Manipur,thoubal,2020,2,20186
Manipur,bishnupur,2020,2,19027
Manipur,churachandpur,2020,2,15469
Manipur,kangpokpi,2020,2,12965
Manipur,kakching,2020,2,9028
Manipur,ukhrul,2020,2,6223
Manipur,tamenglong,2020,2,5158
Manipur,chandel,2020,2,4278
Manipur,imphal west,2020,3,79723
Manipur,imphal east,2020,3,51383
Manipur,thoubal,2020,3,24183
Manipur,bishnupur,2020,3,22965
Manipur,churachandpur,2020,3,19501
Manipur,kangpokpi,2020,3,15966
Manipur,kakching,2020,3,10752
Manipur,ukhrul,2020,3,7657
Manipur,tamenglong,2020,3,6475
Manipur,chandel,2020,3,5252
Manipur,imphal west,2020,4,88777
Manipur,imphal east,2020,4,57282
Manipur,thoubal,2020,4,26858
Manipur,bishnupur,2020,4,25629
Manipur,churachandpur,2020,4,21960
Manipur,kangpokpi,2020,4,17814
Manipur,kakching,2020,4,11913
Manipur,ukhrul,2020,4,8651
Manipur,tamenglong,2020,4,7322
Manipur,chandel,2020,4,5987
Manipur,imphal west,2021,1,96101
Manipur,imphal east,2021,1,62004
Manipur,thoubal,2021,1,29072
Manipur,bishnupur,2021,1,27615
Manipur,churachandpur,2021,1,23827
Manipur,kangpokpi,2021,1,19239
Manipur,kakching,2021,1,12888
Manipur,ukhrul,2021,1,9372
Manipur,tamenglong,2021,1,7960
Manipur,chandel,2021,1,6467
Manipur,imphal west,2021,2,102833
Manipur,imphal east,2021,2,66388
Manipur,thoubal,2021,2,31139
Manipur,bishnupur,2021,2,29671
Manipur,churachandpur,2021,2,25573
Manipur,kangpokpi,2021,2,20703
Manipur,kakching,2021,2,13816
Manipur,ukhrul,2021,2,10142
Manipur,tamenglong,2021,2,8580
Manipur,chandel,2021,2,6980
Manipur,imphal west,2021,3,110506
Manipur,imphal east,2021,3,71436
Manipur,thoubal,2021,3,33478
Manipur,bishnupur,2021,3,31996
Manipur,churachandpur,2021,3,27600
Manipur,kangpokpi,2021,3,22416
Manipur,kakching,2021,3,14924
Manipur,ukhrul,2021,3,11045
Manipur,tamenglong,2021,3,9326
Manipur,chandel,2021,3,7597
Manipur,imphal west,2021,4,118056
Manipur,imphal east,2021,4,76421
Manipur,thoubal,2021,4,35832
Manipur,bishnupur,2021,4,34316
Manipur,churachandpur,2021,4,29651
Manipur,kangpokpi,2021,4,24082
Manipur,kakching,2021,4,15985
Manipur,ukhrul,2021,4,11949
Manipur,tamenglong,2021,4,10063
Manipur,chandel,2021,4,8184
Manipur,imphal west,2022,1,125131
Manipur,imphal east,2022,1,81134
Manipur,thoubal,2022,1,38088
Manipur,bishnupur,2022,1,36514
Manipur,churachandpur,2022,1,31533
Manipur,kangpokpi,2022,1,25589
Manipur,kakching,2022,1,17014
Manipur,ukhrul,2022,1,12728
Manipur,tamenglong,2022,1,10719
Manipur,chandel,2022,1,8724
Manipur,imphal west,2022,2,131901
Manipur,imphal east,2022,2,85559
Manipur,thoubal,2022,2,40196
Manipur,bishnupur,2022,2,38512
Manipur,churachandpur,2022,2,33293
Manipur,kangpokpi,2022,2,27002
Manipur,kakching,2022,2,18011
Manipur,ukhrul,2022,2,13435
Manipur,tamenglong,2022,2,11310
Manipur,chandel,2022,2,9201
Manipur,imphal west,2022,3,138892
Manipur,imphal east,2022,3,90100
Manipur,thoubal,2022,3,42321
Manipur,bishnupur,2022,3,40486
Manipur,churachandpur,2022,3,35081
Manipur,kangpokpi,2022,3,28377
Manipur,kakching,2022,3,18979
Manipur,ukhrul,2022,3,14002
Manipur,tamenglong,2022,3,11830
Manipur,chandel,2022,3,9647
Manipur,imphal west,2022,4,145422
Manipur,imphal east,2022,4,94344
Manipur,thoubal,2022,4,44264
Manipur,bishnupur,2022,4,42189
Manipur,churachandpur,2022,4,36722
Manipur,kangpokpi,2022,4,29563
Manipur,kakching,2022,4,19797
Manipur,ukhrul,2022,4,14415
Manipur,tamenglong,2022,4,12297
Manipur,chandel,2022,4,9973
Manipur,imphal west,2023,1,151777
Manipur,imphal east,2023,1,98499
Manipur,thoubal,2023,1,46248
Manipur,bishnupur,2023,1,44031
Manipur,churachandpur,2023,1,38361
Manipur,kangpokpi,2023,1,30917
Manipur,kakching,2023,1,20700
Manipur,ukhrul,2023,1,15024
Manipur,tamenglong,2023,1,12843
Manipur,chandel,2023,1,10406
Manipur,imphal west,2023,2,157911
Manipur,imphal east,2023,2,102530
Manipur,thoubal,2023,2,48169
Manipur,bishnupur,2023,2,46010
Manipur,churachandpur,2023,2,40043
Manipur,kangpokpi,2023,2,32306
Manipur,kakching,2023,2,21613
Manipur,ukhrul,2023,2,15758
Manipur,tamenglong,2023,2,13463
Manipur,chandel,2023,2,10941
Manipur,imphal west,2023,3,164350
Manipur,imphal east,2023,3,106699
Manipur,thoubal,2023,3,50179
Manipur,bishnupur,2023,3,47895
Manipur,churachandpur,2023,3,41799
Manipur,kangpokpi,2023,3,33690
Manipur,kakching,2023,3,22516
Manipur,ukhrul,2023,3,16460
Manipur,tamenglong,2023,3,14077
Manipur,chandel,2023,3,11414
Manipur,imphal west,2023,4,171021
Manipur,imphal east,2023,4,111164
Manipur,thoubal,2023,4,52303
Manipur,bishnupur,2023,4,49929
Manipur,churachandpur,2023,4,43539
Manipur,kangpokpi,2023,4,35090
Manipur,kakching,2023,4,23493
Manipur,ukhrul,2023,4,17147
Manipur,tamenglong,2023,4,14662
Manipur,chandel,2023,4,11910
Manipur,imphal west,2024,1,178251
Manipur,imphal east,2024,1,115869
Manipur,thoubal,2024,1,54656
Manipur,bishnupur,2024,1,52163
Manipur,churachandpur,2024,1,45497
Manipur,kangpokpi,2024,1,36739
Manipur,kakching,2024,1,24577
Manipur,ukhrul,2024,1,18087
Manipur,tamenglong,2024,1,15465
Manipur,chandel,2024,1,12511
Manipur,imphal west,2024,2,185769
Manipur,imphal east,2024,2,120912
Manipur,thoubal,2024,2,57078
Manipur,bishnupur,2024,2,54415
Manipur,churachandpur,2024,2,47436
Manipur,kangpokpi,2024,2,38209
Manipur,kakching,2024,2,25649
Manipur,ukhrul,2024,2,18768
Manipur,tamenglong,2024,2,16084
Manipur,chandel,2024,2,13030
Manipur,imphal west,2024,3,174302
Manipur,imphal east,2024,3,112126
Manipur,thoubal,2024,3,87277
Manipur,bishnupur,2024,3,49525
Manipur,churachandpur,2024,3,43180
Manipur,kakching,2024,3,24117
Manipur,kangpokpi,2024,3,21271
Manipur,senapati,2024,3,17327
Manipur,ukhrul,2024,3,16121
Manipur,jiribam,2024,3,12317
Manipur,imphal west,2024,4,179836
Manipur,imphal east,2024,4,115999
Manipur,thoubal,2024,4,90697
Manipur,bishnupur,2024,4,51418
Manipur,churachandpur,2024,4,44624
Manipur,kakching,2024,4,25022
Manipur,kangpokpi,2024,4,21913
Manipur,senapati,2024,4,18032
Manipur,ukhrul,2024,4,16706
Manipur,jiribam,2024,4,12779
Meghalaya,east khasi hills,2018,1,9310
Meghalaya,west garo hills,2018,1,3671
Meghalaya,ribhoi,2018,1,1891
Meghalaya,east jaintia hills,2018,1,1419
Meghalaya,west jaintia hills,2018,1,736
Meghalaya,south garo hills,2018,1,343
Meghalaya,south west garo hills,2018,1,299
Meghalaya,west khasi hills,2018,1,299
Meghalaya,north garo hills,2018,1,254
Meghalaya,east garo hills,2018,1,236
Meghalaya,east khasi hills,2018,2,12907
Meghalaya,west garo hills,2018,2,5289
Meghalaya,ribhoi,2018,2,2869
Meghalaya,east jaintia hills,2018,2,2051
Meghalaya,west jaintia hills,2018,2,1023
Meghalaya,south garo hills,2018,2,530
Meghalaya,south west garo hills,2018,2,485
Meghalaya,west khasi hills,2018,2,472
Meghalaya,north garo hills,2018,2,445
Meghalaya,east garo hills,2018,2,437
Meghalaya,east khasi hills,2018,3,17543
Meghalaya,west garo hills,2018,3,7529
Meghalaya,ribhoi,2018,3,3889
Meghalaya,east jaintia hills,2018,3,2886
Meghalaya,west jaintia hills,2018,3,1465
Meghalaya,south garo hills,2018,3,821
Meghalaya,south west garo hills,2018,3,810
Meghalaya,north garo hills,2018,3,737
Meghalaya,west khasi hills,2018,3,730
Meghalaya,east garo hills,2018,3,694
Meghalaya,east khasi hills,2018,4,22845
Meghalaya,west garo hills,2018,4,10445
Meghalaya,ribhoi,2018,4,5207
Meghalaya,east jaintia hills,2018,4,3735
Meghalaya,west jaintia hills,2018,4,1861
Meghalaya,south west garo hills,2018,4,1115
Meghalaya,north garo hills,2018,4,1092
Meghalaya,east garo hills,2018,4,1067
Meghalaya,south garo hills,2018,4,1057
Meghalaya,west khasi hills,2018,4,957
Meghalaya,east khasi hills,2019,1,27937
Meghalaya,west garo hills,2019,1,12932
Meghalaya,ribhoi,2019,1,6543
Meghalaya,east jaintia hills,2019,1,4643
Meghalaya,west jaintia hills,2019,1,2276
Meghalaya,north garo hills,2019,1,1482
Meghalaya,south west garo hills,2019,1,1434
Meghalaya,east garo hills,2019,1,1424
Meghalaya,south garo hills,2019,1,1296
Meghalaya,west khasi hills,2019,1,1191
Meghalaya,east khasi hills,2019,2,33377
Meghalaya,west garo hills,2019,2,15673
Meghalaya,ribhoi,2019,2,7894
Meghalaya,east jaintia hills,2019,2,5580
Meghalaya,west jaintia hills,2019,2,2846
Meghalaya,north garo hills,2019,2,1965
Meghalaya,south west garo hills,2019,2,1902
Meghalaya,east garo hills,2019,2,1855
Meghalaya,south garo hills,2019,2,1640
Meghalaya,west khasi hills,2019,2,1566
Meghalaya,east khasi hills,2019,3,38761
Meghalaya,west garo hills,2019,3,18509
Meghalaya,ribhoi,2019,3,9007
Meghalaya,east jaintia hills,2019,3,6371
Meghalaya,west jaintia hills,2019,3,3346
Meghalaya,north garo hills,2019,3,2403
Meghalaya,east garo hills,2019,3,2313
Meghalaya,south west garo hills,2019,3,2306
Meghalaya,south garo hills,2019,3,2020
Meghalaya,west khasi hills,2019,3,1838
Meghalaya,east khasi hills,2019,4,43484
Meghalaya,west garo hills,2019,4,21300
Meghalaya,ribhoi,2019,4,10308
Meghalaya,east jaintia hills,2019,4,7343
Meghalaya,west jaintia hills,2019,4,3946
Meghalaya,north garo hills,2019,4,2871
Meghalaya,east garo hills,2019,4,2788
Meghalaya,south west garo hills,2019,4,2757
Meghalaya,south garo hills,2019,4,2434
Meghalaya,west khasi hills,2019,4,2180
Meghalaya,east khasi hills,2020,1,49251
Meghalaya,west garo hills,2020,1,24124
Meghalaya,ribhoi,2020,1,11689
Meghalaya,east jaintia hills,2020,1,8368
Meghalaya,west jaintia hills,2020,1,4530
Meghalaya,north garo hills,2020,1,3311
Meghalaya,east garo hills,2020,1,3251
Meghalaya,south west garo hills,2020,1,3234
Meghalaya,south garo hills,2020,1,2810
Meghalaya,west khasi hills,2020,1,2522
Meghalaya,east khasi hills,2020,2,57322
Meghalaya,west garo hills,2020,2,29492
Meghalaya,ribhoi,2020,2,13550
Meghalaya,east jaintia hills,2020,2,9695
Meghalaya,west jaintia hills,2020,2,5717
Meghalaya,north garo hills,2020,2,4318
Meghalaya,south west garo hills,2020,2,4266
Meghalaya,east garo hills,2020,2,4132
Meghalaya,south garo hills,2020,2,3590
Meghalaya,west khasi hills,2020,2,3195
Meghalaya,east khasi hills,2020,3,65268
Meghalaya,west garo hills,2020,3,34201
Meghalaya,ribhoi,2020,3,15427
Meghalaya,east jaintia hills,2020,3,11084
Meghalaya,west jaintia hills,2020,3,6997
Meghalaya,north garo hills,2020,3,5242
Meghalaya,south west garo hills,2020,3,5082
Meghalaya,east garo hills,2020,3,5002
Meghalaya,south garo hills,2020,3,4370
Meghalaya,west khasi hills,2020,3,3899
Meghalaya,east khasi hills,2020,4,72639
Meghalaya,west garo hills,2020,4,37988
Meghalaya,ribhoi,2020,4,17198
Meghalaya,east jaintia hills,2020,4,12337
Meghalaya,west jaintia hills,2020,4,7968
Meghalaya,north garo hills,2020,4,5914
Meghalaya,east garo hills,2020,4,5777
Meghalaya,south west garo hills,2020,4,5772
Meghalaya,south garo hills,2020,4,5006
Meghalaya,west khasi hills,2020,4,4484
Meghalaya,east khasi hills,2021,1,78429
Meghalaya,west garo hills,2021,1,40993
Meghalaya,ribhoi,2021,1,18641
Meghalaya,east jaintia hills,2021,1,13460
Meghalaya,west jaintia hills,2021,1,8665
Meghalaya,north garo hills,2021,1,6392
Meghalaya,south west garo hills,2021,1,6276
Meghalaya,east garo hills,2021,1,6237
Meghalaya,south garo hills,2021,1,5439
Meghalaya,west khasi hills,2021,1,4858
Meghalaya,east khasi hills,2021,2,84124
Meghalaya,west garo hills,2021,2,44151
Meghalaya,ribhoi,2021,2,20098
Meghalaya,east jaintia hills,2021,2,14530
Meghalaya,west jaintia hills,2021,2,9409
Meghalaya,north garo hills,2021,2,6951
Meghalaya,south west garo hills,2021,2,6835
Meghalaya,east garo hills,2021,2,6754
Meghalaya,south garo hills,2021,2,5922
Meghalaya,west khasi hills,2021,2,5296
Meghalaya,east khasi hills,2021,3,90505
Meghalaya,west garo hills,2021,3,47869
Meghalaya,ribhoi,2021,3,21875
Meghalaya,east jaintia hills,2021,3,15847
Meghalaya,west jaintia hills,2021,3,10337
Meghalaya,north garo hills,2021,3,7584
Meghalaya,south west garo hills,2021,3,7531
Meghalaya,east garo hills,2021,3,7389
Meghalaya,south garo hills,2021,3,6442
Meghalaya,west khasi hills,2021,3,5884
Meghalaya,east khasi hills,2021,4,96942
Meghalaya,west garo hills,2021,4,51617
Meghalaya,ribhoi,2021,4,23562
Meghalaya,east jaintia hills,2021,4,17115
Meghalaya,west jaintia hills,2021,4,11189
Meghalaya,north garo hills,2021,4,8212
Meghalaya,south west garo hills,2021,4,8197
Meghalaya,east garo hills,2021,4,8015
Meghalaya,south garo hills,2021,4,7005
Meghalaya,west khasi hills,2021,4,6428
Meghalaya,east khasi hills,2022,1,102838
Meghalaya,west garo hills,2022,1,55028
Meghalaya,ribhoi,2022,1,25112
Meghalaya,east jaintia hills,2022,1,18301
Meghalaya,west jaintia hills,2022,1,11952
Meghalaya,north garo hills,2022,1,8795
Meghalaya,south west garo hills,2022,1,8758
Meghalaya,east garo hills,2022,1,8578
Meghalaya,south garo hills,2022,1,7508
Meghalaya,west khasi hills,2022,1,6839
Meghalaya,east khasi hills,2022,2,108330
Meghalaya,west garo hills,2022,2,58178
Meghalaya,ribhoi,2022,2,26541
Meghalaya,east jaintia hills,2022,2,19314
Meghalaya,west jaintia hills,2022,2,12593
Meghalaya,north garo hills,2022,2,9312
Meghalaya,south west garo hills,2022,2,9266
Meghalaya,east garo hills,2022,2,9052
Meghalaya,south garo hills,2022,2,7922
Meghalaya,west khasi hills,2022,2,7196
Meghalaya,east khasi hills,2022,3,113816
Meghalaya,west garo hills,2022,3,61273
Meghalaya,ribhoi,2022,3,27844
Meghalaya,east jaintia hills,2022,3,20320
Meghalaya,west jaintia hills,2022,3,13176
Meghalaya,north garo hills,2022,3,9773
Meghalaya,south west garo hills,2022,3,9735
Meghalaya,east garo hills,2022,3,9484
Meghalaya,south garo hills,2022,3,8265
Meghalaya,west khasi hills,2022,3,7493
Meghalaya,east khasi hills,2022,4,118978
Meghalaya,west garo hills,2022,4,63792
Meghalaya,ribhoi,2022,4,29041
Meghalaya,east jaintia hills,2022,4,21201
Meghalaya,west jaintia hills,2022,4,13633
Meghalaya,north garo hills,2022,4,10145
Meghalaya,south west garo hills,2022,4,10062
Meghalaya,east garo hills,2022,4,9846
Meghalaya,south garo hills,2022,4,8553
Meghalaya,west khasi hills,2022,4,7705
Meghalaya,east khasi hills,2023,1,124181
Meghalaya,west garo hills,2023,1,66808
Meghalaya,ribhoi,2023,1,30369
Meghalaya,east jaintia hills,2023,1,22122
Meghalaya,west jaintia hills,2023,1,14218
Meghalaya,north garo hills,2023,1,10580
Meghalaya,south west garo hills,2023,1,10504
Meghalaya,east garo hills,2023,1,10235
Meghalaya,south garo hills,2023,1,8897
Meghalaya,west khasi hills,2023,1,7981
Meghalaya,east khasi hills,2023,2,129260
Meghalaya,west garo hills,2023,2,69925
Meghalaya,ribhoi,2023,2,31744
Meghalaya,east jaintia hills,2023,2,23231
Meghalaya,west jaintia hills,2023,2,14912
Meghalaya,north garo hills,2023,2,11135
Meghalaya,south west garo hills,2023,2,11073
